id_usina,nome_usina,ceg,tipo_usina,modalidade_operacao,agente_proprietario,estado_nome,cod_estado,subsistema_nome,cod_subsistema,cod_pais
182,IBIRITÉ,UTE.GN.MG.001096-0.01,TÉRMICA,TIPO I,PETROBRAS,MINAS GERAIS,MG,SUDESTE,SE,BRA
183,IGARAPÉ,UTE.PE.MG.001100-2.01,TÉRMICA,TIPO I,CEMIG GT,MINAS GERAIS,MG,SUDESTE,SE,BRA
184,JUIZ DE FORA,UTE.GN.MG.001276-9.01,TÉRMICA,TIPO I,PETROBRAS,MINAS GERAIS,MG,SUDESTE,SE,BRA
185,USI SETE LAGOAS,UTE.PE.MG.028595-1.01,TÉRMICA,TIPO I,CUMMINS,MINAS GERAIS,MG,SUDESTE,SE,BRA
186,TRÊS LAGOAS,UTE.GN.MS.027975-7.01,TÉRMICA,TIPO I,PETROBRAS,MATO GROSSO DO SUL,MS,SUDESTE,SE,BRA
187,WILLIAM ARJONA,UTE.GN.MS.027075-0.01,TÉRMICA,TIPO I,DELTA GERAÇÃO,MATO GROSSO DO SUL,MS,SUDESTE,SE,BRA
189,COLÍDER,UHE.PH.MT.030422-0.01,HIDROELÉTRICA,TIPO I,COPEL-GT,MATO GROSSO,MT,SUDESTE,SE,BRA
190,DARDANELOS,UHE.PH.MT.029597-3.01,HIDROELÉTRICA,TIPO I,AGUAS DA PEDRA,MATO GROSSO,MT,SUDESTE,SE,BRA
191,GUAPORÉ,UHE.PH.MT.001066-9.01,HIDROELÉTRICA,TIPO I,TANGARÁ ENERGIA,MATO GROSSO,MT,SUDESTE,SE,BRA
192,ITIQUIRA I,UHE.PH.MT.027244-2.01,HIDROELÉTRICA,TIPO I,ITIQUIRA,MATO GROSSO,MT,SUDESTE,SE,BRA
194,JAURU,UHE.PH.MT.001245-9.01,HIDROELÉTRICA,TIPO I,QUEIROZ GALVÃO,MATO GROSSO,MT,SUDESTE,SE,BRA
195,MANSO,UHE.PH.MT.001401-0.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,MATO GROSSO,MT,SUDESTE,SE,BRA
196,PONTE DE PEDRA,UHE.PH.MT.002103-2.01,HIDROELÉTRICA,TIPO I,ENGIE,MATO GROSSO,MT,SUDESTE,SE,BRA
197,SINOP,UHE.PH.MT.031428-5.01,HIDROELÉTRICA,TIPO I,CIA ENERGÉTICA SINOP,MATO GROSSO,MT,SUDESTE,SE,BRA
198,CUIABÁ,UTE.GN.MT.027003-2.01,TÉRMICA,TIPO I,AMBAR ENERGIA,MATO GROSSO,MT,SUDESTE,SE,BRA
199,SÃO MANOEL,UHE.PH.PA.031444-7.01,HIDROELÉTRICA,TIPO I,UHE SAO MANOEL,PARA,PA,SUDESTE,SE,BRA
199,SÃO MANOEL,UHE.PH.PA.031444-7.01,HIDROELÉTRICA,TIPO I,UHE SAO MANOEL,PARA,PA,NORTE,N,BRA
200,TELES PIRES,UHE.PH.PA.030557-0.01,HIDROELÉTRICA,TIPO I,TELES PIRES,PARA,PA,SUDESTE,SE,BRA
200,TELES PIRES,UHE.PH.PA.030557-0.01,HIDROELÉTRICA,TIPO I,TELES PIRES,PARA,PA,NORTE,N,BRA
202,FONTES NOVA,UHE.PH.RJ.000973-3.01,HIDROELÉTRICA,TIPO I,LIGHT GT,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
203,FUNIL (RJ),UHE.PH.RJ.027118-7.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
204,ILHA DOS POMBOS,UHE.PH.RJ.001113-4.01,HIDROELÉTRICA,TIPO I,LIGHT GT,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
205,NILO PEÇANHA,UHE.PH.RJ.001536-9.01,HIDROELÉTRICA,TIPO I,LIGHT GT,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
206,PEREIRA PASSOS,UHE.PH.RJ.002043-5.01,HIDROELÉTRICA,TIPO I,LIGHT GT,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
207,SIMPLÍCIO,UHE.PH.MG.029458-6.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
208,ANGRA I,UTN.UR.RJ.000100-7.01,NUCLEAR,TIPO I,ELETRONUCLEAR,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
209,ANGRA II,UTN.UR.RJ.000101-5.01,NUCLEAR,TIPO I,ELETRONUCLEAR,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
210,BAIXADA FLUMINENSE,UTE.GN.RJ.030769-6.01,TÉRMICA,TIPO I,PETROBRAS,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
211,CAMPOS,UTE.GN.RJ.027935-8.01,TÉRMICA,TIPO I,ELETROBRAS,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
213,DO ATLÂNTICO,UTE.PE.RJ.029587-6.01,TÉRMICA,TIPO I,TERNIUM,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
214,GNA I,UTE.GN.RJ.032955-0.02,TÉRMICA,TIPO I,UTE GNA I GERACAO,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
215,KARKEY 013,UTE.GN.RJ.055914-8.01,TÉRMICA,TIPO I,KARPOWERSHIP,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
216,KARKEY 019,UTE.GN.RJ.055917-2.01,TÉRMICA,TIPO I,KARPOWERSHIP,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
217,MARLIM AZUL,UTE.GN.RJ.032211-3.01,TÉRMICA,TIPO I,MARLIM AZUL,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
218,NORTE FLUMINENSE,UTE.GN.RJ.001544-0.01,TÉRMICA,TIPO I,NORTE FLUMINENSE,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
219,PORSUD I,UTE.GN.RJ.055706-4.01,TÉRMICA,TIPO I,KARPOWERSHIP,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
220,PORSUD II,UTE.GN.RJ.055707-2.01,TÉRMICA,TIPO I,KARPOWERSHIP,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
221,SANTA CRUZ,UTE.GN.RJ.027243-4.01,TÉRMICA,TIPO I,ELETROBRAS,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
222,SEROPÉDICA,UTE.GN.RJ.027952-8.01,TÉRMICA,TIPO I,PETROBRAS,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
223,TERMOMACAÉ,UTE.GN.RJ.028029-1.01,TÉRMICA,TIPO I,PETROBRAS,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
224,TERMORIO,UTE.GN.RJ.027888-2.01,TÉRMICA,TIPO I,PETROBRAS,RIO DE JANEIRO,RJ,SUDESTE,SE,BRA
225,JIRAU,UHE.PH.RO.029736-4.01,HIDROELÉTRICA,TIPO I,JIRAU ENERGIA,RONDONIA,RO,SUDESTE,SE,BRA
226,RONDON II,UHE.PH.RO.027448-8.01,HIDROELÉTRICA,TIPO I,ELETROGOES,RONDONIA,RO,SUDESTE,SE,BRA
227,SAMUEL,UHE.PH.RO.002687-5.01,HIDROELÉTRICA,TIPO I,ELETRONORTE,RONDONIA,RO,SUDESTE,SE,BRA
228,SANTO ANTÔNIO,UHE.PH.RO.029707-0.01,HIDROELÉTRICA,TIPO I,SAESA,RONDONIA,RO,SUDESTE,SE,BRA
229,TERMO NORTE II,UTE.GN.RO.028033-0.01,TÉRMICA,TIPO I,TERMONORTE,RONDONIA,RO,SUDESTE,SE,BRA
230,TERMONORTE 1,UTE.PE.RO.027887-4.01,TÉRMICA,TIPO I,TERMONORTE,RONDONIA,RO,SUDESTE,SE,BRA
232,ÁGUA VERMELHA,UHE.PH.MG.000041-8.01,HIDROELÉTRICA,TIPO I,AUREN OPERAÇÕES,SAO PAULO,SP,SUDESTE,SE,BRA
233,BARIRI,UHE.PH.SP.000203-8.01,HIDROELÉTRICA,TIPO I,AUREN OPERAÇÕES,SAO PAULO,SP,SUDESTE,SE,BRA
234,BARRA BONITA,UHE.PH.SP.000208-9.01,HIDROELÉTRICA,TIPO I,AUREN OPERAÇÕES,SAO PAULO,SP,SUDESTE,SE,BRA
235,CACONDE,UHE.PH.SP.000588-6.01,HIDROELÉTRICA,TIPO I,AUREN OPERAÇÕES,SAO PAULO,SP,SUDESTE,SE,BRA
236,CANOAS I,UHE.PH.SP.000647-5.01,HIDROELÉTRICA,TIPO I,RIO PARANAPANEMA,SAO PAULO,SP,SUDESTE,SE,BRA
237,CANOAS II,UHE.PH.SP.027092-0.01,HIDROELÉTRICA,TIPO I,RIO PARANAPANEMA,SAO PAULO,SP,SUDESTE,SE,BRA
238,CAPIVARA,UHE.PH.SP.000657-2.01,HIDROELÉTRICA,TIPO I,RIO PARANAPANEMA,SAO PAULO,SP,SUDESTE,SE,BRA
239,CHAVANTES,UHE.PH.SP.000764-1.01,HIDROELÉTRICA,TIPO I,RIO PARANAPANEMA,SAO PAULO,SP,SUDESTE,SE,BRA
240,EUCLIDES DA CUNHA,UHE.PH.SP.000923-7.01,HIDROELÉTRICA,TIPO I,AUREN OPERAÇÕES,SAO PAULO,SP,SUDESTE,SE,BRA
241,HENRY BORDEN EXTERNA,UHE.PH.SP.001084-7.01,HIDROELÉTRICA,TIPO I,EMAE,SAO PAULO,SP,SUDESTE,SE,BRA
243,IBITINGA,UHE.PH.SP.001097-9.01,HIDROELÉTRICA,TIPO I,AUREN OPERAÇÕES,SAO PAULO,SP,SUDESTE,SE,BRA
244,ILHA SOLTEIRA,UHE.PH.SP.001120-7.01,HIDROELÉTRICA,TIPO I,RIO PARANA ENERGIA,SAO PAULO,SP,SUDESTE,SE,BRA
245,JAGUARI,UHE.PH.SP.027131-4.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,SAO PAULO,SP,SUDESTE,SE,BRA
246,JUPIÁ,UHE.PH.SP.001282-3.01,HIDROELÉTRICA,TIPO I,RIO PARANA ENERGIA,SAO PAULO,SP,SUDESTE,SE,BRA
247,JURUMIRIM,UHE.PH.SP.001285-8.01,HIDROELÉTRICA,TIPO I,RIO PARANAPANEMA,SAO PAULO,SP,SUDESTE,SE,BRA
248,LIMOEIRO,UHE.PH.SP.001328-5.01,HIDROELÉTRICA,TIPO I,AUREN OPERAÇÕES,SAO PAULO,SP,SUDESTE,SE,BRA
249,LUIZ CARLOS BARRETO,UHE.PH.SP.000917-2.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,SAO PAULO,SP,SUDESTE,SE,BRA
250,NOVA AVANHANDAVA,UHE.PH.SP.001552-0.01,HIDROELÉTRICA,TIPO I,AUREN OPERAÇÕES,SAO PAULO,SP,SUDESTE,SE,BRA
251,OURINHOS,UHE.PH.SP.027872-6.01,HIDROELÉTRICA,TIPO I,CBA,SAO PAULO,SP,SUDESTE,SE,BRA
252,PARAIBUNA,UHE.PH.SP.027122-5.01,HIDROELÉTRICA,TIPO I,CESP,SAO PAULO,SP,SUDESTE,SE,BRA
253,PIRAJÚ,UHE.PH.SP.002077-0.01,HIDROELÉTRICA,TIPO I,CBA,SAO PAULO,SP,SUDESTE,SE,BRA
254,PORTO PRIMAVERA,UHE.PH.SP.002127-0.01,HIDROELÉTRICA,TIPO I,CESP,SAO PAULO,SP,SUDESTE,SE,BRA
255,PROMISSÃO,UHE.PH.SP.002158-0.01,HIDROELÉTRICA,TIPO I,AUREN OPERAÇÕES,SAO PAULO,SP,SUDESTE,SE,BRA
256,ROSANA,UHE.PH.SP.002555-0.01,HIDROELÉTRICA,TIPO I,RIO PARANAPANEMA,SAO PAULO,SP,SUDESTE,SE,BRA
257,SALTO GRANDE (SP),UHE.PH.SP.002648-4.01,HIDROELÉTRICA,TIPO I,RIO PARANAPANEMA,SAO PAULO,SP,SUDESTE,SE,BRA
258,SANTA BRANCA,UHE.PH.SP.002696-4.01,HIDROELÉTRICA,TIPO I,LIGHT GT,SAO PAULO,SP,SUDESTE,SE,BRA
259,TAQUARUÇU,UHE.PH.SP.002821-5.01,HIDROELÉTRICA,TIPO I,RIO PARANAPANEMA,SAO PAULO,SP,SUDESTE,SE,BRA
260,TRÊS IRMÃOS,UHE.PH.SP.002873-8.01,HIDROELÉTRICA,TIPO I,TIJOÁ,SAO PAULO,SP,SUDESTE,SE,BRA
261,CARIOBA,UTE.PE.SP.000678-5.01,TÉRMICA,TIPO I,CPFL PAULISTA,SAO PAULO,SP,SUDESTE,SE,BRA
262,CUBATÃO,UTE.GN.SP.028014-3.01,TÉRMICA,TIPO I,PETROBRAS,SAO PAULO,SP,SUDESTE,SE,BRA
263,NOVA PIRATININGA,UTE.GN.SP.028191-3.01,TÉRMICA,TIPO I,PETROBRAS,SAO PAULO,SP,SUDESTE,SE,BRA
264,PIRATININGA,UTE.PE.SP.002082-6.01,TÉRMICA,TIPO I,BSE,SAO PAULO,SP,SUDESTE,SE,BRA
265,LAJEADO,UHE.PH.TO.001304-8.01,HIDROELÉTRICA,TIPO I,INVESTCO,TOCANTINS,TO,SUDESTE,SE,BRA
266,PEIXE ANGICAL,UHE.PH.TO.028353-3.01,HIDROELÉTRICA,TIPO I,ENERPEIXE,TOCANTINS,TO,SUDESTE,SE,BRA
267,SÃO SALVADOR,UHE.PH.TO.028567-6.01,HIDROELÉTRICA,TIPO I,ENGIE,TOCANTINS,TO,SUDESTE,SE,BRA
268,BAIXO IGUAÇU,UHE.PH.PR.030923-0.01,HIDROELÉTRICA,TIPO I,BAIXO IGUAÇU,PARANA,PR,SUL,S,BRA
268,BAIXO IGUAÇU,UHE.PH.PR.030923-0.01,HIDROELÉTRICA,TIPO I,BAIXO IGUAÇU,PARANA,PR,SUDESTE,SE,BRA
269,FUNDÃO,UHE.PH.PR.028360-6.01,HIDROELÉTRICA,TIPO I,ELEJOR,PARANA,PR,SUL,S,BRA
269,FUNDÃO,UHE.PH.PR.028360-6.01,HIDROELÉTRICA,TIPO I,ELEJOR,PARANA,PR,SUDESTE,SE,BRA
270,GOV. BENTO MUNHOZ,UHE.PH.PR.000984-9.01,HIDROELÉTRICA,TIPO I,FDA GERAÇÃO,PARANA,PR,SUL,S,BRA
270,GOV. BENTO MUNHOZ,UHE.PH.PR.000984-9.01,HIDROELÉTRICA,TIPO I,FDA GERAÇÃO,PARANA,PR,SUDESTE,SE,BRA
271,GOV. JAYME CANET,UHE.PH.PR.029598-1.01,HIDROELÉTRICA,TIPO I,CECS,PARANA,PR,SUL,S,BRA
271,GOV. JAYME CANET,UHE.PH.PR.029598-1.01,HIDROELÉTRICA,TIPO I,CECS,PARANA,PR,SUDESTE,SE,BRA
272,GOV. JOSÉ RICHA,UHE.PH.PR.002591-7.01,HIDROELÉTRICA,TIPO I,COPEL-GT,PARANA,PR,SUL,S,BRA
272,GOV. JOSÉ RICHA,UHE.PH.PR.002591-7.01,HIDROELÉTRICA,TIPO I,COPEL-GT,PARANA,PR,SUDESTE,SE,BRA
273,GOV. NEY BRAGA,UHE.PH.PR.002715-4.01,HIDROELÉTRICA,TIPO I,COPEL-GT,PARANA,PR,SUL,S,BRA
273,GOV. NEY BRAGA,UHE.PH.PR.002715-4.01,HIDROELÉTRICA,TIPO I,COPEL-GT,PARANA,PR,SUDESTE,SE,BRA
274,GOV. PARIGOT DE SOUZA,UHE.PH.PR.001042-1.01,HIDROELÉTRICA,TIPO I,COPEL-GT,PARANA,PR,SUL,S,BRA
274,GOV. PARIGOT DE SOUZA,UHE.PH.PR.001042-1.01,HIDROELÉTRICA,TIPO I,COPEL-GT,PARANA,PR,SUDESTE,SE,BRA
275,SALTO OSÓRIO,UHE.PH.PR.002659-0.01,HIDROELÉTRICA,TIPO I,ENGIE,PARANA,PR,SUL,S,BRA
275,SALTO OSÓRIO,UHE.PH.PR.002659-0.01,HIDROELÉTRICA,TIPO I,ENGIE,PARANA,PR,SUDESTE,SE,BRA
276,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,HIDROELÉTRICA,TIPO I,ENGIE,PARANA,PR,SUL,S,BRA
276,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,HIDROELÉTRICA,TIPO I,ENGIE,PARANA,PR,SUDESTE,SE,BRA
277,SANTA CLARA (PR),UHE.PH.PR.028361-4.01,HIDROELÉTRICA,TIPO I,ELEJOR,PARANA,PR,SUL,S,BRA
277,SANTA CLARA (PR),UHE.PH.PR.028361-4.01,HIDROELÉTRICA,TIPO I,ELEJOR,PARANA,PR,SUDESTE,SE,BRA
278,ARAUCÁRIA,UTE.GN.PR.027733-9.01,TÉRMICA,TIPO I,UEG ARAUCÁRIA,PARANA,PR,SUL,S,BRA
278,ARAUCÁRIA,UTE.GN.PR.027733-9.01,TÉRMICA,TIPO I,UEG ARAUCÁRIA,PARANA,PR,SUDESTE,SE,BRA
279,14 DE JULHO,UHE.PH.RS.000012-4.01,HIDROELÉTRICA,TIPO I,CERAN,RIO GRANDE DO SUL,RS,SUL,S,BRA
280,CASTRO ALVES,UHE.PH.RS.000718-8.01,HIDROELÉTRICA,TIPO I,CERAN,RIO GRANDE DO SUL,RS,SUL,S,BRA
281,DONA FRANCISCA,UHE.PH.RS.027012-1.01,HIDROELÉTRICA,TIPO I,DFESA,RIO GRANDE DO SUL,RS,SUL,S,BRA
282,FOZ DO CHAPECÓ,UHE.PH.RS.028354-1.01,HIDROELÉTRICA,TIPO I,FOZ DO CHAPECÓ,RIO GRANDE DO SUL,RS,SUL,S,BRA
283,ITAÚBA,UHE.PH.RS.027019-9.01,HIDROELÉTRICA,TIPO I,CSN,RIO GRANDE DO SUL,RS,SUL,S,BRA
284,JACUÍ,UHE.PH.RS.001217-3.01,HIDROELÉTRICA,TIPO I,CEEE-G,RIO GRANDE DO SUL,RS,SUL,S,BRA
285,MONJOLINHO,UHE.PH.RS.028562-5.01,HIDROELÉTRICA,TIPO I,STATKRAFT,RIO GRANDE DO SUL,RS,SUL,S,BRA
286,MONTE CLARO,UHE.PH.RS.027968-4.01,HIDROELÉTRICA,TIPO I,CERAN,RIO GRANDE DO SUL,RS,SUL,S,BRA
287,PASSO FUNDO,UHE.PH.RS.002001-0.01,HIDROELÉTRICA,TIPO I,ENGIE,RIO GRANDE DO SUL,RS,SUL,S,BRA
288,PASSO REAL,UHE.PH.RS.002003-6.01,HIDROELÉTRICA,TIPO I,CSN,RIO GRANDE DO SUL,RS,SUL,S,BRA
289,PASSO SÃO JOÃO,UHE.PH.RS.029456-0.01,HIDROELÉTRICA,TIPO I,CGT ELETROSUL,RIO GRANDE DO SUL,RS,SUL,S,BRA
290,SÃO JOSÉ,UHE.PH.RS.029459-4.01,HIDROELÉTRICA,TIPO I,IJUI ENERGIA,RIO GRANDE DO SUL,RS,SUL,S,BRA
291,ALEGRETE,UTE.PE.RS.000049-3.01,TÉRMICA,TIPO I,ENGIE,RIO GRANDE DO SUL,RS,SUL,S,BRA
292,CANDIOTA III,UTE.CM.RS.029767-4.01,TÉRMICA,TIPO I,AMBAR URUGUAIANA,RIO GRANDE DO SUL,RS,SUL,S,BRA
293,CANOAS,UTE.GN.RS.028038-0.01,TÉRMICA,TIPO I,PETROBRAS,RIO GRANDE DO SUL,RS,SUL,S,BRA
294,CHARQUEADAS,UTE.CM.RS.000760-9.01,TÉRMICA,TIPO I,ENGIE,RIO GRANDE DO SUL,RS,SUL,S,BRA
295,NUTEPA,UTE.PE.RS.001595-4.01,TÉRMICA,TIPO I,CGT ELETROSUL,RIO GRANDE DO SUL,RS,SUL,S,BRA
296,PAMPA SUL,UTE.CM.RS.032282-2.01,TÉRMICA,TIPO I,PAMPA SUL,RIO GRANDE DO SUL,RS,SUL,S,BRA
297,PRESIDENTE MÉDICI,UTE.CM.RS.002150-4.01,TÉRMICA,TIPO I,CGT ELETROSUL,RIO GRANDE DO SUL,RS,SUL,S,BRA
298,SÃO JERÔNIMO,UTE.CM.RS.026829-1.01,TÉRMICA,TIPO I,CGT ELETROSUL,RIO GRANDE DO SUL,RS,SUL,S,BRA
299,URUGUAIANA,UTE.GN.RS.002913-0.01,TÉRMICA,TIPO I,AMBAR URUGUAIANA,RIO GRANDE DO SUL,RS,SUL,S,BRA
300,BARRA GRANDE,UHE.PH.RS.027556-5.01,HIDROELÉTRICA,TIPO I,BAESA,SANTA CATARINA,SC,SUL,S,BRA
301,CAMPOS NOVOS,UHE.PH.SC.027401-1.01,HIDROELÉTRICA,TIPO I,ENERCAN,SANTA CATARINA,SC,SUL,S,BRA
302,GARIBALDI,UHE.PH.SC.030415-8.01,HIDROELÉTRICA,TIPO I,RIO CANOAS,SANTA CATARINA,SC,SUL,S,BRA
303,ITÁ,UHE.PH.RS.001152-5.01,HIDROELÉTRICA,TIPO I,ENGIE,SANTA CATARINA,SC,SUL,S,BRA
304,MACHADINHO,UHE.PH.SC.001356-0.01,HIDROELÉTRICA,TIPO I,ENGIE,SANTA CATARINA,SC,SUL,S,BRA
305,QUEBRA QUEIXO,UHE.PH.SC.002167-9.01,HIDROELÉTRICA,TIPO I,C. E. CHAPECÓ,SANTA CATARINA,SC,SUL,S,BRA
306,SALTO PILÃO,UHE.PH.SC.028564-1.01,HIDROELÉTRICA,TIPO I,CESAP,SANTA CATARINA,SC,SUL,S,BRA
307,SÃO ROQUE,UHE.PH.SC.030938-9.01,HIDROELÉTRICA,TIPO I,SÃO ROQUE,SANTA CATARINA,SC,SUL,S,BRA
308,JORGE LACERDA I E II,UTE.CM.SC.001260-2.01,TÉRMICA,TIPO I,DIAMANTE GERAÇÃO,SANTA CATARINA,SC,SUL,S,BRA
309,JORGE LACERDA III,UTE.CM.SC.027093-8.01,TÉRMICA,TIPO I,DIAMANTE GERAÇÃO,SANTA CATARINA,SC,SUL,S,BRA
310,JORGE LACERDA IV,UTE.CM.SC.027094-6.01,TÉRMICA,TIPO I,DIAMANTE GERAÇÃO,SANTA CATARINA,SC,SUL,S,BRA
311,CURUMIM,UTE.PE.BA.028615-0.01,TÉRMICA,TIPO II-A,S FRANCISCO,BAHIA,BA,NORDESTE,NE,BRA
312,ERB CANDEIAS,UTE.FL.BA.030979-6.01,TÉRMICA,TIPO II-A,ERB ARATINGA,BAHIA,BA,NORDESTE,NE,BRA
313,PROSPERIDADE I,UTE.GN.BA.032545-7.01,TÉRMICA,TIPO II-A,IMETAME,BAHIA,BA,NORDESTE,NE,BRA
314,PROSPERIDADE II,UTE.GN.BA.037897-6.01,TÉRMICA,TIPO II-A,IMETAME,BAHIA,BA,NORDESTE,NE,BRA
315,PROSPERIDADE III,UTE.GN.BA.033467-7.01,TÉRMICA,TIPO II-A,IMETAME,BAHIA,BA,NORDESTE,NE,BRA
316,SYKUÉ I,UTE.AI.BA.029634-1.01,TÉRMICA,TIPO II-A,SYKUÉ,BAHIA,BA,NORDESTE,NE,BRA
317,ARACATI,UTE.PE.CE.028531-5.01,TÉRMICA,TIPO II-A,ENGUIA GEN CE,CEARA,CE,NORDESTE,NE,BRA
318,BATURITÉ,UTE.PE.CE.028529-3.01,TÉRMICA,TIPO II-A,ENGUIA GEN CE,CEARA,CE,NORDESTE,NE,BRA
319,CAUCAIA,UTE.PE.CE.028528-5.01,TÉRMICA,TIPO II-A,ENGUIA GEN CE,CEARA,CE,NORDESTE,NE,BRA
320,CRATO,UTE.PE.CE.028530-7.01,TÉRMICA,TIPO II-A,ENGUIA GEN CE,CEARA,CE,NORDESTE,NE,BRA
321,IGUATU,UTE.PE.CE.028532-3.01,TÉRMICA,TIPO II-A,ENGUIA GEN CE,CEARA,CE,NORDESTE,NE,BRA
322,JUAZEIRO DO NORTE,UTE.PE.CE.028534-0.01,TÉRMICA,TIPO II-A,ENGUIA GEN CE,CEARA,CE,NORDESTE,NE,BRA
323,PECÉM,UTE.PE.CE.028533-1.01,TÉRMICA,TIPO II-A,ENGUIA GEN CE,CEARA,CE,NORDESTE,NE,BRA
324,ALTOS,UTE.PE.PI.028538-2.01,TÉRMICA,TIPO II-A,ENGUIA GEN PI,PIAUI,PI,NORDESTE,NE,BRA
325,CAMPO MAIOR,UTE.PE.PI.028537-4.01,TÉRMICA,TIPO II-A,ENGUIA GEN PI,PIAUI,PI,NORDESTE,NE,BRA
326,MARAMBAIA,UTE.PE.PI.028535-8.01,TÉRMICA,TIPO II-A,ENGUIA GEN PI,PIAUI,PI,NORDESTE,NE,BRA
327,NAZÁRIA,UTE.PE.PI.028536-6.01,TÉRMICA,TIPO II-A,ENGUIA GEN PI,PIAUI,PI,NORDESTE,NE,BRA
328,SANTA RITA,UTE.PE.AP.049991-9.01,TÉRMICA,TIPO II-A,ELETRONORTE,AMAPA,AP,NORTE,N,BRA
329,SANTANA,UTE.PE.AP.049992-7.01,TÉRMICA,TIPO II-A,ELETRONORTE,AMAPA,AP,NORTE,N,BRA
330,SANTANA II,UTE.PE.AP.049990-0.01,TÉRMICA,TIPO II-A,ELETRONORTE,AMAPA,AP,NORTE,N,BRA
331,SUÍÇA,UHE.PH.ES.002781-2.01,HIDROELÉTRICA,TIPO II-A,STATKRAFT,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
332,XAVANTES ARUANÃ,UTE.PE.GO.028654-0.01,TÉRMICA,TIPO II-A,XAVANTES,GOIAS,GO,SUDESTE,SE,BRA
333,BARRA DO BRAÚNA,UHE.PH.MG.000215-1.01,HIDROELÉTRICA,TIPO II-A,BARRA DO BRAÚNA,MINAS GERAIS,MG,SUDESTE,SE,BRA
334,SANTA VITÓRIA,UTE.AI.MG.031268-1.01,TÉRMICA,TIPO II-A,ERB MG,MINAS GERAIS,MG,SUDESTE,SE,BRA
335,SÃO DOMINGOS,UHE.PH.MS.028761-0.01,HIDROELÉTRICA,TIPO II-A,CGT ELETROSUL,MATO GROSSO DO SUL,MS,SUDESTE,SE,BRA
336,ONÇA PINTADA,UTE.FL.MS.035085-0.01,TÉRMICA,TIPO II-A,ELDORADO BR CELULOSE,MATO GROSSO DO SUL,MS,SUDESTE,SE,BRA
337,SALTO APIACÁS,UHE.PH.MT.031401-3.01,HIDROELÉTRICA,TIPO II-A,SALTO APIACAS,MATO GROSSO,MT,SUDESTE,SE,BRA
338,PARANAPANEMA,UHE.PH.SP.001972-0.01,HIDROELÉTRICA,TIPO II-A,ENEL PARANAPANEMA,SAO PAULO,SP,SUDESTE,SE,BRA
339,PAULÍNIA VERDE,UTE.GN.SP.055998-9.01,TÉRMICA,TIPO II-A,UTE PAULINIA VERDE,SAO PAULO,SP,SUDESTE,SE,BRA
340,PIE-RP,UTE.FL.SP.028592-7.01,TÉRMICA,TIPO II-A,PIE RP,SAO PAULO,SP,SUDESTE,SE,BRA
341,PREDILECTA,UTE.FL.SP.035103-2.01,TÉRMICA,TIPO II-A,PREDILECTA,SAO PAULO,SP,SUDESTE,SE,BRA
342,BARRA BONITA I,UTE.GN.PR.037896-8.01,TÉRMICA,TIPO II-A,BARRA BONITA,PARANA,PR,SUL,S,BRA
342,BARRA BONITA I,UTE.GN.PR.037896-8.01,TÉRMICA,TIPO II-A,BARRA BONITA,PARANA,PR,SUDESTE,SE,BRA
343,FIGUEIRA,UTE.CM.PR.000955-5.01,TÉRMICA,TIPO II-A,COPEL-GT,PARANA,PR,SUL,S,BRA
343,FIGUEIRA,UTE.CM.PR.000955-5.01,TÉRMICA,TIPO II-A,COPEL-GT,PARANA,PR,SUDESTE,SE,BRA
344,CANASTRA,UHE.PH.RS.000635-1.01,HIDROELÉTRICA,TIPO II-A,CEEE-G,RIO GRANDE DO SUL,RS,SUL,S,BRA
345,SÃO SEPÉ,UTE.AI.RS.034046-4.01,TÉRMICA,TIPO II-A,SEPE,RIO GRANDE DO SUL,RS,SUL,S,BRA
